epoch,step,train_loss,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas
1,789,0.16970640420913696,,,,,
1,799,0.06317394971847534,,,,,
1,809,0.0763096734881401,,,,,
1,819,0.1380557119846344,,,,,
1,829,0.042389463633298874,,,,,
1,839,0.12573455274105072,,,,,
1,849,0.05795104429125786,,,,,
1,859,0.16386792063713074,,,,,
1,869,0.05529399961233139,,,,,
1,879,0.09035177528858185,,,,,
1,889,0.1497645229101181,,,,,
1,899,0.05590125173330307,,,,,
1,909,0.14103545248508453,,,,,
1,919,0.08077412843704224,,,,,
1,929,0.1258499026298523,,,,,
1,939,0.19779101014137268,,,,,
1,949,0.08935550600290298,,,,,
1,959,0.047894369810819626,,,,,
1,969,0.11156432330608368,,,,,
1,979,0.1584998071193695,,,,,
1,989,0.09135758131742477,,,,,
1,999,0.1471639722585678,,,,,
1,1009,0.10192759335041046,,,,,
1,1019,0.07793054729700089,,,,,
1,1029,0.10600171238183975,,,,,
1,1039,0.06139456853270531,,,,,
1,1049,0.07890014350414276,,,,,
1,1059,0.13581512868404388,,,,,
1,1069,0.09004605561494827,,,,,
1,1079,nan,,,,,
1,1089,0.11572308838367462,,,,,
1,1099,0.10109870880842209,,,,,
1,1109,0.09603071957826614,,,,,
1,1119,0.11224642395973206,,,,,
1,1129,0.10435604304075241,,,,,
1,1139,0.11322735995054245,,,,,
1,1149,0.12484779953956604,,,,,
1,1159,0.07124605029821396,,,,,
1,1169,0.09300728887319565,,,,,
1,1179,0.08819863945245743,,,,,
1,1189,0.15252453088760376,,,,,
1,1199,0.1086060181260109,,,,,
1,1209,0.14817184209823608,,,,,
1,1219,0.09596656262874603,,,,,
1,1229,0.34883150458335876,,,,,
1,1239,0.12757869064807892,,,,,
1,1249,0.053563088178634644,,,,,
1,1255,,0.43105778098106384,0.3777777850627899,0.8308320045471191,0.15444575250148773,0.40074557065963745
2,1259,0.055748701095581055,,,,,
2,1269,0.10287807881832123,,,,,
2,1279,nan,,,,,
2,1289,0.08131755143404007,,,,,
2,1299,0.06618622690439224,,,,,
2,1309,0.0986422672867775,,,,,
2,1319,0.05187469720840454,,,,,
2,1329,0.10202968120574951,,,,,
2,1339,0.06516507267951965,,,,,
2,1349,0.055810097604990005,,,,,
2,1359,0.08836250007152557,,,,,
2,1369,0.045511119067668915,,,,,
2,1379,0.05041651800274849,,,,,
2,1389,0.12688186764717102,,,,,
2,1399,0.06399348378181458,,,,,
2,1409,nan,,,,,
2,1419,0.055679965764284134,,,,,
2,1429,0.07891980558633804,,,,,
2,1439,0.05542687326669693,,,,,
2,1449,0.07710178196430206,,,,,
2,1459,0.062491584569215775,,,,,
2,1469,0.10533054918050766,,,,,
2,1479,0.06842797249555588,,,,,
2,1489,0.06382019817829132,,,,,
2,1499,0.08565163612365723,,,,,
2,1509,0.10900257527828217,,,,,
2,1519,0.07535696774721146,,,,,
2,1529,0.09382464736700058,,,,,
2,1539,0.05972530320286751,,,,,
2,1549,0.12179970741271973,,,,,
2,1559,0.061460696160793304,,,,,
2,1569,0.1174016073346138,,,,,
2,1579,0.10405824333429337,,,,,
2,1589,0.0714702233672142,,,,,
2,1599,0.11474329233169556,,,,,
2,1609,0.10121482610702515,,,,,
2,1619,0.08459503203630447,,,,,
2,1629,0.10335080325603485,,,,,
2,1639,0.09197995066642761,,,,,
2,1649,0.11022622138261795,,,,,
2,1659,0.07965120673179626,,,,,
2,1669,0.14672322571277618,,,,,
2,1679,0.09560880810022354,,,,,
2,1689,0.07565483450889587,,,,,
2,1699,0.08640788495540619,,,,,
2,1709,0.07811705023050308,,,,,
2,1719,0.06071076914668083,,,,,
2,1729,0.1268659383058548,,,,,
2,1739,0.12261249125003815,,,,,
2,1749,0.08694855123758316,,,,,
2,1759,0.17729918658733368,,,,,
2,1769,0.04053331911563873,,,,,
2,1779,0.0768139436841011,,,,,
2,1789,0.1618993878364563,,,,,
2,1799,0.11599180102348328,,,,,
2,1809,0.12166699767112732,,,,,
2,1819,0.0829629898071289,,,,,
2,1829,0.07658383995294571,,,,,
2,1839,0.09437210857868195,,,,,
2,1849,0.15575088560581207,,,,,
2,1859,nan,,,,,
2,1869,0.03438035398721695,,,,,
2,1879,0.05541299656033516,,,,,
2,1883,,0.43105778098106384,0.3777777850627899,0.8306685090065002,0.15442027151584625,0.40083253383636475
3,1889,0.04480397328734398,,,,,
3,1899,0.10859591513872147,,,,,
3,1909,0.08189346641302109,,,,,
3,1919,nan,,,,,
3,1929,0.10597079247236252,,,,,
3,1939,0.05219002068042755,,,,,
3,1949,0.11470003426074982,,,,,
3,1959,nan,,,,,
3,1969,0.057439789175987244,,,,,
3,1979,0.07843847572803497,,,,,
3,1989,0.09871312230825424,,,,,
3,1999,nan,,,,,
3,2009,0.044615618884563446,,,,,
3,2019,0.056411124765872955,,,,,
3,2029,0.07953060418367386,,,,,
3,2039,0.0593857504427433,,,,,
3,2049,0.09103669971227646,,,,,
3,2059,0.08298990875482559,,,,,
3,2069,0.05329427123069763,,,,,
3,2079,0.03241150081157684,,,,,
3,2089,0.08226170390844345,,,,,
3,2099,0.09634653478860855,,,,,
3,2109,0.10640104860067368,,,,,
3,2119,0.11213509738445282,,,,,
3,2129,0.05820139870047569,,,,,
3,2139,0.039331238716840744,,,,,
3,2149,0.11785099655389786,,,,,
3,2159,0.06062135472893715,,,,,
3,2169,0.05120879411697388,,,,,
3,2179,0.09173756092786789,,,,,
3,2189,0.1461239755153656,,,,,
3,2199,0.09700864553451538,,,,,
3,2209,0.09804758429527283,,,,,
3,2219,0.09781402349472046,,,,,
3,2229,0.10685169696807861,,,,,
3,2239,0.13795632123947144,,,,,
3,2249,0.09458017349243164,,,,,
3,2259,0.09883628785610199,,,,,
3,2269,0.12910278141498566,,,,,
3,2279,0.10943402349948883,,,,,
3,2289,0.04685531184077263,,,,,
3,2299,0.09093261510133743,,,,,
3,2309,0.07076708972454071,,,,,
3,2319,0.06930641084909439,,,,,
3,2329,0.12232906371355057,,,,,
3,2339,0.1208309531211853,,,,,
3,2349,0.13974370062351227,,,,,
3,2359,nan,,,,,
3,2369,0.12705957889556885,,,,,
3,2379,0.1486474573612213,,,,,
3,2389,0.06992366164922714,,,,,
3,2399,0.14102941751480103,,,,,
3,2409,0.11939626187086105,,,,,
3,2419,nan,,,,,
3,2429,0.0753515362739563,,,,,
3,2439,0.20856957137584686,,,,,
3,2449,0.1499829888343811,,,,,
3,2459,0.17189235985279083,,,,,
3,2469,nan,,,,,
3,2479,0.04422382265329361,,,,,
3,2489,0.11250649392604828,,,,,
3,2499,0.1397453248500824,,,,,
3,2509,0.09173281490802765,,,,,
3,2511,,0.43105778098106384,0.3777777850627899,0.8306685090065002,0.15444305539131165,0.40083253383636475
4,2519,0.017927274107933044,,,,,
4,2529,0.04610542953014374,,,,,
4,2539,0.10598379373550415,,,,,
4,2549,0.05152000114321709,,,,,
4,2559,0.07648564875125885,,,,,
4,2569,0.10078151524066925,,,,,
4,2579,0.06012425944209099,,,,,
4,2589,0.039153244346380234,,,,,
4,2599,nan,,,,,
4,2609,nan,,,,,
4,2619,nan,,,,,
4,2629,nan,,,,,
4,2639,nan,,,,,
4,2649,nan,,,,,
4,2659,nan,,,,,
4,2669,nan,,,,,
4,2679,nan,,,,,
4,2689,nan,,,,,
4,2699,nan,,,,,
4,2709,nan,,,,,
4,2719,nan,,,,,
4,2729,nan,,,,,
4,2739,nan,,,,,
4,2749,nan,,,,,
4,2759,nan,,,,,
4,2769,nan,,,,,
4,2779,nan,,,,,
4,2789,nan,,,,,
4,2799,nan,,,,,
4,2809,nan,,,,,
4,2819,nan,,,,,
4,2829,nan,,,,,
4,2839,nan,,,,,
4,2849,nan,,,,,
4,2859,nan,,,,,
4,2869,nan,,,,,
4,2879,nan,,,,,
4,2889,nan,,,,,
4,2899,nan,,,,,
4,2909,nan,,,,,
4,2919,nan,,,,,
4,2929,nan,,,,,
4,2939,nan,,,,,
4,2949,nan,,,,,
4,2959,nan,,,,,
4,2969,nan,,,,,
4,2979,nan,,,,,
4,2989,nan,,,,,
4,2999,nan,,,,,
4,3009,nan,,,,,
4,3019,nan,,,,,
4,3029,nan,,,,,
4,3039,nan,,,,,
4,3049,nan,,,,,
4,3059,nan,,,,,
4,3069,nan,,,,,
4,3079,nan,,,,,
4,3089,nan,,,,,
4,3099,nan,,,,,
4,3109,nan,,,,,
4,3119,nan,,,,,
4,3129,nan,,,,,
4,3139,nan,,,,,
